Email Campaign Report
"Title:","BEAM BLAST H&S Week, Week 5, Winter 2022"
"Subject Line:","The BEAM Blast, A Careers Newsletter Winter, Week 5"
"Delivery Date/Time:","Sun, Jan 30, 2022 7:00 pm"

"Overall Stats"
"Total Recipients:","8,939"
"Successful Deliveries:","8,838"
"Bounces:","101 (1.1%)"
"Times Forwarded:","0"
"Forwarded Opens:","0"
"Recipients Who Opened:","3,469 (39.3%)"
"Total Opens:","5,397"
"Last Open Date:","4/18/22 2:53PM"
"Recipients Who Clicked:","108 (1.2%)"
"Total Clicks:","191"
"Last Click Date:","3/15/22 4:01PM"
"Total Unsubs:","9"
"Total Abuse Complaints:","0"
"Times Liked on Facebook:","0"

"Clicks by URL"
"URL","Total Clicks","Unique Clicks"
"https://app.joinhandshake.com/stu/career_fairs/28665?ref=events-search","34","28"
"https://buildyourfuture.withgoogle.com/programs/bold-immersion/","23","21"
"https://app.joinhandshake.com/stu/events/931436?ref=events-search","12","8"
"https://stanford.joinhandshake.com/edu/events/937069","11","10"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=1046&job_type_names%5B%5D=Internship&school_years%5B%5D=4&school_years%5B%5D=3&school_years%5B%5D=2&school_years%5B%5D=5","8","5"
"https://prsafoundation.submittable.com/submit/e123abb8-2d44-49b0-99f9-3f6c222dbf45/prsa-silicon-valley-diversity-and-multicultural-scholarship","7","6"
"https://stanford.joinhandshake.com/stu/events/930280","6","6"
"https://stanford.joinhandshake.com/articles/748","6","5"
"https://stanford.joinhandshake.com/edu/postings?page=1&per_page=100&sort_direction=desc&sort_column=default&status%5B%5D=approved&job_type_names%5B%5D=Internship&job.industries%5B%5D=978&job.industries%5B%5D=1029&school_years%5B%5D=2&school_years%5B%5D=3&school_years%5B%5D=5&school_years%5B%5D=4","5","5"
"https://app.joinhandshake.com/stu/events/931439?ref=events-search","5","4"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=1032&job_type_names%5B%5D=Internship&school_years%5B%5D=4&school_years%5B%5D=3&school_years%5B%5D=2&school_years%5B%5D=5","4","4"
"https://app.joinhandshake.com/stu/events/931435?ref=events-search","4","4"
"https://beam.stanford.edu/make-an-appointment","4","3"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=1023&job_type_names%5B%5D=Internship&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=3&school_years%5B%5D=2","4","4"
"https://docs.google.com/forms/d/e/1FAIpQLSfoG0nszvQWC6OkoDm5TCfQ-O_lwEphtol5d6aX7lTg6e8wGQ/viewform","4","4"
"https://sgs.stanford.edu/global-studies-internship-program/opportunities","4","4"
"https://stanford.joinhandshake.com/postings?ajax=true&query=&category=UniversityPostings&page=1&per_page=25&sort_direction=asc&sort_column=default&followed_only=false&qualified_only=&core_schools_only=false&including_all_facets_in_searches=true&job.industries%5B%5D=1047&job.industries%5B%5D=1040&job_type_names%5B%5D=Job&job_type_names%5B%5D=Fellowship&school_years%5B%5D=4&school_years%5B%5D=5&school_years%5B%5D=3&school_years%5B%5D=2","3","3"
